Warehouse,Location,PartLocationNo,StatusDescription,Low Level,Mid_Level,High_Level,Total PartNo,ProgramID
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.01.01A,RECEIVED,Teardown,TEARDOWN,ARB WIP,12,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.01.01B,RECEIVED,Teardown,TEARDOWN,ARB WIP,8,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.01.01D,RECEIVED,Teardown,TEARDOWN,ARB WIP,18,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.01.01E,RECEIVED,Teardown,TEARDOWN,ARB WIP,15,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.01.02A,RECEIVED,Teardown,TEARDOWN,ARB WIP,9,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.01.02B,RECEIVED,Teardown,TEARDOWN,ARB WIP,4,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.01.02C,RECEIVED,Teardown,TEARDOWN,ARB WIP,2,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.01.02D,RECEIVED,Teardown,TEARDOWN,ARB WIP,18,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.01.02E,RECEIVED,Teardown,TEARDOWN,ARB WIP,40,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.01.02F,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.01.03B,RECEIVED,Teardown,TEARDOWN,ARB WIP,13,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.01.03D,RECEIVED,Teardown,TEARDOWN,ARB WIP,9,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.01.03E,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.02.01A,RECEIVED,Teardown,TEARDOWN,ARB WIP,8,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.02.01B,RECEIVED,Teardown,TEARDOWN,ARB WIP,6,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.02.01C,RECEIVED,Teardown,TEARDOWN,ARB WIP,11,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.02.01D,RECEIVED,Teardown,TEARDOWN,ARB WIP,9,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.02.01E,RECEIVED,Teardown,TEARDOWN,ARB WIP,12,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.02.01F,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.02.02A,RECEIVED,Teardown,TEARDOWN,ARB WIP,6,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.02.02B,RECEIVED,Teardown,TEARDOWN,ARB WIP,8,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.02.02C,RECEIVED,Teardown,TEARDOWN,ARB WIP,8,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.02.02D,RECEIVED,Teardown,TEARDOWN,ARB WIP,6,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.02.02F,RECEIVED,Teardown,TEARDOWN,ARB WIP,3,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.02.03A,RECEIVED,Teardown,TEARDOWN,ARB WIP,51,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.02.03B,RECEIVED,Teardown,TEARDOWN,ARB WIP,46,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.02.03C,RECEIVED,Teardown,TEARDOWN,ARB WIP,9,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.02.03D,RECEIVED,Teardown,TEARDOWN,ARB WIP,6,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.02.03E,RECEIVED,Teardown,TEARDOWN,ARB WIP,6,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.02.03F,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.03.01A,RECEIVED,Teardown,TEARDOWN,ARB WIP,8,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.03.01B,RECEIVED,Teardown,TEARDOWN,ARB WIP,17,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.03.01C,RECEIVED,Teardown,TEARDOWN,ARB WIP,6,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.03.01D,RECEIVED,Teardown,TEARDOWN,ARB WIP,56,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.03.01E,RECEIVED,Teardown,TEARDOWN,ARB WIP,35,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.03.01F,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.03.02A,RECEIVED,Teardown,TEARDOWN,ARB WIP,17,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.03.02B,RECEIVED,Teardown,TEARDOWN,ARB WIP,7,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.03.02C,RECEIVED,Teardown,TEARDOWN,ARB WIP,40,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.03.02D,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.03.02E,RECEIVED,Teardown,TEARDOWN,ARB WIP,33,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.03.02F,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.04.01A,RECEIVED,Teardown,TEARDOWN,ARB WIP,24,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.04.01B,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.04.01C,RECEIVED,Teardown,TEARDOWN,ARB WIP,6,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.04.01D,RECEIVED,Teardown,TEARDOWN,ARB WIP,2,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.04.01E,RECEIVED,Teardown,TEARDOWN,ARB WIP,24,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.04.02A,RECEIVED,Teardown,TEARDOWN,ARB WIP,11,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.04.02B,RECEIVED,Teardown,TEARDOWN,ARB WIP,10,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.04.02C,RECEIVED,Teardown,TEARDOWN,ARB WIP,6,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.04.02D,RECEIVED,Teardown,TEARDOWN,ARB WIP,14,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.04.02E,RECEIVED,Teardown,TEARDOWN,ARB WIP,24,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.04.02F,RECEIVED,Teardown,TEARDOWN,ARB WIP,10,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.04.03B,RECEIVED,Teardown,TEARDOWN,ARB WIP,7,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.04.03D,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.04.03F,RECEIVED,Teardown,TEARDOWN,ARB WIP,66,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.05.01A,RECEIVED,Teardown,TEARDOWN,ARB WIP,57,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.05.01B,RECEIVED,Teardown,TEARDOWN,ARB WIP,13,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.05.01C,RECEIVED,Teardown,TEARDOWN,ARB WIP,23,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.05.01D,RECEIVED,Teardown,TEARDOWN,ARB WIP,3,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.05.01E,RECEIVED,Teardown,TEARDOWN,ARB WIP,20,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.05.01F,RECEIVED,Teardown,TEARDOWN,ARB WIP,9,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.05.02A,RECEIVED,Teardown,TEARDOWN,ARB WIP,8,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.05.02D,RECEIVED,Teardown,TEARDOWN,ARB WIP,7,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.05.02E,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.05.02F,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.05.03A,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.05.03C,RECEIVED,Teardown,TEARDOWN,ARB WIP,60,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.05.03D,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.05.03E,RECEIVED,Teardown,TEARDOWN,ARB WIP,46,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.05.03F,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.06.01A,RECEIVED,Teardown,TEARDOWN,ARB WIP,8,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.06.01C,RECEIVED,Teardown,TEARDOWN,ARB WIP,4,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.06.01D,RECEIVED,Teardown,TEARDOWN,ARB WIP,47,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.06.01F,RECEIVED,Teardown,TEARDOWN,ARB WIP,31,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.06.02A,RECEIVED,Teardown,TEARDOWN,ARB WIP,8,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.06.02B,RECEIVED,Teardown,TEARDOWN,ARB WIP,9,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.06.02C,RECEIVED,Teardown,TEARDOWN,ARB WIP,13,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.06.02D,RECEIVED,Teardown,TEARDOWN,ARB WIP,41,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.06.02E,RECEIVED,Teardown,TEARDOWN,ARB WIP,12,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.06.02F,RECEIVED,Teardown,TEARDOWN,ARB WIP,3,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.06.03A,RECEIVED,Teardown,TEARDOWN,ARB WIP,6,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.06.03B,RECEIVED,Teardown,TEARDOWN,ARB WIP,60,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.06.03C,RECEIVED,Teardown,TEARDOWN,ARB WIP,4,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.06.03D,RECEIVED,Teardown,TEARDOWN,ARB WIP,46,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.06.03E,RECEIVED,Teardown,TEARDOWN,ARB WIP,9,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.06.03F,RECEIVED,Teardown,TEARDOWN,ARB WIP,4,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.07.01A,RECEIVED,Teardown,TEARDOWN,ARB WIP,4,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.07.01B,RECEIVED,Teardown,TEARDOWN,ARB WIP,43,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.07.01C,RECEIVED,Teardown,TEARDOWN,ARB WIP,48,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.07.01D,RECEIVED,Teardown,TEARDOWN,ARB WIP,55,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.07.01E,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.07.02A,RECEIVED,Teardown,TEARDOWN,ARB WIP,13,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.07.02B,RECEIVED,Teardown,TEARDOWN,ARB WIP,15,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.07.02C,RECEIVED,Teardown,TEARDOWN,ARB WIP,13,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.07.02D,RECEIVED,Teardown,TEARDOWN,ARB WIP,11,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.07.02E,RECEIVED,Teardown,TEARDOWN,ARB WIP,15,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.07.02F,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.07.03A,RECEIVED,Teardown,TEARDOWN,ARB WIP,4,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.07.03B,RECEIVED,Teardown,TEARDOWN,ARB WIP,12,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.07.03C,RECEIVED,Teardown,TEARDOWN,ARB WIP,15,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.07.03D,RECEIVED,Teardown,TEARDOWN,ARB WIP,60,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.07.03E,RECEIVED,Teardown,TEARDOWN,ARB WIP,66,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.07.03F,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.08.01A,RECEIVED,Teardown,TEARDOWN,ARB WIP,10,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.08.01C,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.08.01D,RECEIVED,Teardown,TEARDOWN,ARB WIP,31,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.08.01E,RECEIVED,Teardown,TEARDOWN,ARB WIP,60,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.08.02B,RECEIVED,Teardown,TEARDOWN,ARB WIP,27,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.08.02F,RECEIVED,Teardown,TEARDOWN,ARB WIP,23,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.08.03A,RECEIVED,Teardown,TEARDOWN,ARB WIP,36,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.08.03C,RECEIVED,Teardown,TEARDOWN,ARB WIP,47,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.08.03E,RECEIVED,Teardown,TEARDOWN,ARB WIP,43,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.08.03F,RECEIVED,Teardown,TEARDOWN,ARB WIP,10,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.09.01B,RECEIVED,Teardown,TEARDOWN,ARB WIP,4,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.09.01C,RECEIVED,Teardown,TEARDOWN,ARB WIP,18,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.09.01D,RECEIVED,Teardown,TEARDOWN,ARB WIP,3,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.09.01E,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.09.01F,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.09.02A,RECEIVED,Teardown,TEARDOWN,ARB WIP,22,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.09.02B,RECEIVED,Teardown,TEARDOWN,ARB WIP,6,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.09.02C,RECEIVED,Teardown,TEARDOWN,ARB WIP,15,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.09.02D,RECEIVED,Teardown,TEARDOWN,ARB WIP,2,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.09.02F,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.09.03B,RECEIVED,Teardown,TEARDOWN,ARB WIP,6,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.09.03C,RECEIVED,Teardown,TEARDOWN,ARB WIP,11,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.09.03D,RECEIVED,Teardown,TEARDOWN,ARB WIP,9,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.09.03F,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.10.01B,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.10.01D,RECEIVED,Teardown,TEARDOWN,ARB WIP,17,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.10.01F,RECEIVED,Teardown,TEARDOWN,ARB WIP,15,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.10.02A,RECEIVED,Teardown,TEARDOWN,ARB WIP,25,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.10.02B,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.10.02C,RECEIVED,Teardown,TEARDOWN,ARB WIP,3,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.10.02F,RECEIVED,Teardown,TEARDOWN,ARB WIP,3,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.10.03A,RECEIVED,Teardown,TEARDOWN,ARB WIP,24,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.10.03D,RECEIVED,Teardown,TEARDOWN,ARB WIP,2,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.10.03F,RECEIVED,Teardown,TEARDOWN,ARB WIP,20,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.11.01A,RECEIVED,Teardown,TEARDOWN,ARB WIP,32,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.11.01D,RECEIVED,Teardown,TEARDOWN,ARB WIP,17,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.11.01E,RECEIVED,Teardown,TEARDOWN,ARB WIP,14,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.11.02A,RECEIVED,Teardown,TEARDOWN,ARB WIP,4,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.11.02C,RECEIVED,Teardown,TEARDOWN,ARB WIP,7,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.11.02D,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.11.02E,RECEIVED,Teardown,TEARDOWN,ARB WIP,60,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.12.01C,RECEIVED,Teardown,TEARDOWN,ARB WIP,4,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.12.01E,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.12.01F,RECEIVED,Teardown,TEARDOWN,ARB WIP,48,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.12.02A,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.12.02B,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.12.02C,RECEIVED,Teardown,TEARDOWN,ARB WIP,6,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.12.02E,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.12.02F,RECEIVED,Teardown,TEARDOWN,ARB WIP,55,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.12.03A,RECEIVED,Teardown,TEARDOWN,ARB WIP,56,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.12.03B,RECEIVED,Teardown,TEARDOWN,ARB WIP,13,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.12.03C,RECEIVED,Teardown,TEARDOWN,ARB WIP,6,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.12.03D,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.12.03E,RECEIVED,Teardown,TEARDOWN,ARB WIP,23,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AM.12.03F,RECEIVED,Teardown,TEARDOWN,ARB WIP,4,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AN.02.02B,RECEIVED,Teardown,TEARDOWN,ARB WIP,36,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AN.04.01E,RECEIVED,Teardown,TEARDOWN,ARB WIP,66,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AN.06.02E,RECEIVED,Teardown,TEARDOWN,ARB WIP,6,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AN.07.02C,RECEIVED,Teardown,TEARDOWN,ARB WIP,21,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AN.07.03A,RECEIVED,Teardown,TEARDOWN,ARB WIP,4,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AN.07.03C,RECEIVED,Teardown,TEARDOWN,ARB WIP,7,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AN.08.01B,RECEIVED,Teardown,TEARDOWN,ARB WIP,10,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AN.08.02B,RECEIVED,Teardown,TEARDOWN,ARB WIP,14,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AN.08.03B,RECEIVED,Teardown,TEARDOWN,ARB WIP,16,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AN.09.03C,RECEIVED,Teardown,TEARDOWN,ARB WIP,9,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AN.10.01C,RECEIVED,Teardown,TEARDOWN,ARB WIP,15,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AN.11.02A,RECEIVED,Teardown,TEARDOWN,ARB WIP,14,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AN.12.02C,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AN.12.03B,RECEIVED,Teardown,TEARDOWN,ARB WIP,14,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AN.12.03C,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AP.09.01K,RECEIVED,Teardown,TEARDOWN,ARB WIP,7,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AQ.02.01B,RECEIVED,Teardown,TEARDOWN,ARB WIP,6,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AQ.11.03A,RECEIVED,Teardown,TEARDOWN,ARB WIP,5,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AR.01.01A,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AR.08.02B,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AR.08.03B,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.AR.10.01B,RECEIVED,Teardown,TEARDOWN,ARB WIP,1,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.H0.0.0,RECEIVED,Teardown,TEARDOWN,ARB WIP,27,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.ID.IA.GS,RECEIVED,Teardown,TEARDOWN,ARB WIP,351,10053
TEARDOWN,DELL - MEMPHIS,Teardown.ARB.T1.1.A,RECEIVED,Teardown,TEARDOWN,ARB WIP,38,10053
TEARDOWN,DELL - MEMPHIS,Teardown.ARB.T10.1.A,RECEIVED,Teardown,TEARDOWN,ARB WIP,83,10053
TEARDOWN,DELL - MEMPHIS,Teardown.ARB.T11.1.A,RECEIVED,Teardown,TEARDOWN,ARB WIP,32,10053
TEARDOWN,DELL - MEMPHIS,Teardown.ARB.T12.1.A,RECEIVED,Teardown,TEARDOWN,ARB WIP,116,10053
TEARDOWN,DELL - MEMPHIS,Teardown.ARB.T13.1.A,RECEIVED,Teardown,TEARDOWN,ARB WIP,52,10053
TEARDOWN,DELL - MEMPHIS,Teardown.ARB.T14.1.A,RECEIVED,Teardown,TEARDOWN,ARB WIP,36,10053
TEARDOWN,DELL - MEMPHIS,Teardown.ARB.T15.1.A,RECEIVED,Teardown,TEARDOWN,ARB WIP,45,10053
TEARDOWN,DELL - MEMPHIS,Teardown.ARB.T16.1.A,RECEIVED,Teardown,TEARDOWN,ARB WIP,25,10053
TEARDOWN,DELL - MEMPHIS,TEARDOWN.ARB.T17.1.A,RECEIVED,Teardown,TEARDOWN,ARB WIP,45,10053
TEARDOWN,DELL - MEMPHIS,Teardown.ARB.T2.1.A,RECEIVED,Teardown,TEARDOWN,ARB WIP,176,10053
TEARDOWN,DELL - MEMPHIS,Teardown.ARB.T3.1.A,RECEIVED,Teardown,TEARDOWN,ARB WIP,143,10053
