Warehouse,Location,PartLocationNo,StatusDescription,Low Level,Mid_Level,High_Level,Total PartNo,ProgramID
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.08.02E,REPAIR,FGI,FGI,ARB FGI,7,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.08.02F,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.08.02G,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.08.02H,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.09.01A,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.09.01B,REPAIR,FGI,FGI,ARB FGI,7,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.09.01C,REPAIR,FGI,FGI,ARB FGI,7,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.09.01D,REPAIR,FGI,FGI,ARB FGI,7,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.09.01E,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.09.01F,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.09.01G,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.09.01H,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.09.02A,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.09.02B,REPAIR,FGI,FGI,ARB FGI,8,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.09.02C,REPAIR,FGI,FGI,ARB FGI,7,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.09.02D,REPAIR,FGI,FGI,ARB FGI,8,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.09.02E,REPAIR,FGI,FGI,ARB FGI,8,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.09.02F,REPAIR,FGI,FGI,ARB FGI,7,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.09.02G,REPAIR,FGI,FGI,ARB FGI,6,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.09.02H,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.10.01A,REPAIR,FGI,FGI,ARB FGI,17,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.10.01B,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.10.01C,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.10.01D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.10.01E,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.10.02A,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.10.02B,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.10.02C,REPAIR,FGI,FGI,ARB FGI,9,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.10.02D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.10.02E,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.11.01A,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.11.01B,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.11.01C,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.11.01D,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.11.01E,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.11.02A,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.11.02B,REPAIR,FGI,FGI,ARB FGI,17,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.11.02C,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.11.02D,REPAIR,FGI,FGI,ARB FGI,17,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.11.02E,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.12.01A,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.12.01B,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.12.01C,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.12.01D,REPAIR,FGI,FGI,ARB FGI,14,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.12.01E,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.12.02A,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.12.02B,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.12.02C,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.12.02D,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.12.02E,REPAIR,FGI,FGI,ARB FGI,8,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.13.01A,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.13.01B,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.13.01C,REPAIR,FGI,FGI,ARB FGI,7,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.13.01D,REPAIR,FGI,FGI,ARB FGI,15,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.13.01E,REPAIR,FGI,FGI,ARB FGI,9,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.13.02A,REPAIR,FGI,FGI,ARB FGI,17,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.13.02B,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.13.02C,REPAIR,FGI,FGI,ARB FGI,17,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.13.02D,REPAIR,FGI,FGI,ARB FGI,17,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.13.02E,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.14.01A,REPAIR,FGI,FGI,ARB FGI,9,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.14.01B,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.14.01C,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.14.01D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.14.01E,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.14.02A,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.14.02B,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.14.02C,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.14.02D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.14.02E,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.15.01A,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.15.01B,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.15.01C,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.15.01D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.15.01E,REPAIR,FGI,FGI,ARB FGI,10,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.15.02A,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.15.02B,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.15.02C,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.15.02D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.15.02E,REPAIR,FGI,FGI,ARB FGI,9,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.16.01A,REPAIR,FGI,FGI,ARB FGI,17,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.16.01B,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.16.01C,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.16.01D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.16.01E,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.16.02A,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.16.02B,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.16.02C,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.16.02D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.16.02E,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.17.01A,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.17.01B,REPAIR,FGI,FGI,ARB FGI,17,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.17.01C,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.17.01D,REPAIR,FGI,FGI,ARB FGI,17,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.17.01E,REPAIR,FGI,FGI,ARB FGI,17,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.17.02A,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.17.02B,REPAIR,FGI,FGI,ARB FGI,13,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.17.02C,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.17.02D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.17.02E,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.18.01A,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.18.01B,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.18.01C,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.18.01D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.18.01E,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.18.02A,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.18.02B,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.18.02C,REPAIR,FGI,FGI,ARB FGI,8,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.18.02D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.18.02E,REPAIR,FGI,FGI,ARB FGI,17,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.19.01A,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.19.01B,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.19.01C,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.19.01D,REPAIR,FGI,FGI,ARB FGI,11,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.19.01E,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.19.02A,REPAIR,FGI,FGI,ARB FGI,13,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.19.02B,REPAIR,FGI,FGI,ARB FGI,17,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.19.02C,REPAIR,FGI,FGI,ARB FGI,17,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.19.02D,REPAIR,FGI,FGI,ARB FGI,8,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.19.02E,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.20.01A,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.20.01B,REPAIR,FGI,FGI,ARB FGI,17,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.20.01C,REPAIR,FGI,FGI,ARB FGI,17,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.20.01D,REPAIR,FGI,FGI,ARB FGI,17,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.20.01E,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.20.02A,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.20.02B,REPAIR,FGI,FGI,ARB FGI,18,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.20.02C,REPAIR,FGI,FGI,ARB FGI,17,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BJ.20.02D,REPAIR,FGI,FGI,ARB FGI,12,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.01.01A,REPAIR,FGI,FGI,ARB FGI,84,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.02.01A,REPAIR,FGI,FGI,ARB FGI,21,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.02.02A,REPAIR,FGI,FGI,ARB FGI,21,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.03.01A,REPAIR,FGI,FGI,ARB FGI,42,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.03.02A,REPAIR,FGI,FGI,ARB FGI,21,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.04.01A,REPAIR,FGI,FGI,ARB FGI,42,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.04.02A,REPAIR,FGI,FGI,ARB FGI,105,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.05.01B,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.05.01H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.05.02B,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.05.02H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.06.01H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.06.02A,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.06.02H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.07.01B,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.07.01C,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.07.01H,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.07.02B,REPAIR,FGI,FGI,ARB FGI,7,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.07.02C,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.07.02D,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.07.02H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.08.01B,REPAIR,FGI,FGI,ARB FGI,7,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.08.01C,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.08.01D,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.08.01H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.08.02B,REPAIR,FGI,FGI,ARB FGI,7,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.08.02C,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.08.02D,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.08.02E,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.08.02H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.09.01A,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.09.01B,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.09.01C,REPAIR,FGI,FGI,ARB FGI,7,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.09.01D,REPAIR,FGI,FGI,ARB FGI,6,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.09.01H,REPAIR,FGI,FGI,ARB FGI,1,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.09.02A,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.09.02B,REPAIR,FGI,FGI,ARB FGI,8,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.09.02C,REPAIR,FGI,FGI,ARB FGI,8,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.09.02D,REPAIR,FGI,FGI,ARB FGI,8,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.09.02E,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.09.02F,REPAIR,FGI,FGI,ARB FGI,5,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.09.02G,REPAIR,FGI,FGI,ARB FGI,3,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.10.01F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.10.01G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.10.01H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.10.02F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.10.02G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.10.02H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.11.01F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.11.01G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.11.01H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.11.02F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.11.02G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.11.02H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.12.01F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.12.01G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.12.01H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.12.02F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.12.02G,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.12.02H,REPAIR,FGI,FGI,ARB FGI,4,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.13.01F,REPAIR,FGI,FGI,ARB FGI,2,10053
FINISHEDGOODS,DELL - MEMPHIS,FINISHEDGOODS.ARB.BK.13.01G,REPAIR,FGI,FGI,ARB FGI,2,10053
